page_id,page_title,view_count,protection_level,protection_expiry,page_length,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories
5183633,Central Intelligence Agency,10080131,autoconfirmed, infinity,191081,1682,103,68,108851,10320,15,14,76
2589713,Chernobyl disaster,49219710,autoconfirmed, infinity,270680,1610,130,42,853836,11741,8,5,49
3382,Britney Spears,28090044,autoconfirmed, infinity,248126,1567,132,52,572642,26084,59,23,45
37313,Bruce Lee,35676520,autoconfirmed, infinity,144000,1559,89,34,410313,11484,16,10,49
8087628,Egypt,19201917,extendedconfirmed, infinity,239433,1546,102,41,218333,10894,3,2,53
5407,California,28875218,autoconfirmed, infinity,232556,1506,123,43,455588,10946,16,11,62
4721,British Empire,14505394,autoconfirmed, infinity,129723,1484,142,44,158022,11873,41,9,16
25276055,Ariana Grande,56316780,extendedconfirmed, infinity,205253,1477,141,20,521184,9726,12,9,33
3383,Brazil,25353687,autoconfirmed, infinity,258500,1467,106,20,300141,17261,27,17,47
2122,Astrology,5088245,extendedconfirmed, infinity,106616,1442,101,30,55947,10030,0,0,28
5884,Charles Dickens,13748345,autoconfirmed, infinity,152654,1420,146,17,115199,9406,20,10,61
5530,Conspiracy theory,5793282,autoconfirmed, infinity,115951,1419,117,37,70239,8480,13,6,16
13919,Hezbollah,7518738,extendedconfirmed, infinity,234068,1415,59,47,81393,11036,8,4,39
5134,Chess,10831076,autoconfirmed, infinity,140382,1413,88,55,123851,10268,13,7,21
4501,Black Death,24490680,autoconfirmed, infinity,123251,1406,111,14,241686,10671,16,9,27
16043,Jerusalem,14058071,extendedconfirmed, infinity,269868,1406,96,63,123618,12159,6,5,62
33645,Blog,8755574,autoconfirmed, infinity,68346,1385,55,100,85851,7073,4,3,29
6237,Christmas,15645744,autoconfirmed, infinity,176885,1382,104,27,53351,11252,18,7,26
737,Afghanistan,16526306,extendedconfirmed, infinity,228908,1382,170,43,1415977,14060,292,116,43
6299613,2006 Lebanon War,2028915,extendedconfirmed, infinity,237364,1333,24,71,22325,20950,10,7,31
6886,Chicago,19045440,autoconfirmed, infinity,244528,1325,116,52,236689,20883,20,14,46
105219,Cancer,11479660,autoconfirmed, infinity,177954,1254,57,40,80537,6477,4,4,26
42635,Charles Manson,43571680,autoconfirmed, infinity,97120,1240,69,32,384791,9804,6,3,46
145422,Joe Biden,65254841,extendedconfirmed, infinity,307284,1232,354,118,689801,9657,85,39,41
2627820,Chris Brown,17798522,autoconfirmed, infinity,138280,1210,52,29,146034,8129,24,13,28
9127632,Biology,7812050,autoconfirmed, infinity,224289,1172,100,27,61108,6779,18,3,29
8239846,Bob Marley,26637030,autoconfirmed, infinity,90251,1172,61,21,267751,6672,8,6,48
13913,Hamas,7765224,extendedconfirmed, infinity,349270,1151,104,34,69851,11578,5,4,37
12520860,Demi Lovato,30892328,extendedconfirmed, 2022-05-22T17:06:42Z,179778,1147,106,26,236283,9122,17,8,35
6690,Coca-Cola,27257273,autoconfirmed, infinity,131709,1131,68,57,189836,9659,3,3,25
54964513,Chornobyl disaster,6964,autoconfirmed, infinity,49,1128,86,0,2,1,0,0,89
604727,Coffee,8742808,autoconfirmed, infinity,156376,1124,46,32,79219,11691,9,4,41
13673345,Car,10438397,autoconfirmed, infinity,72527,1116,60,31,96945,6967,8,7,31
24437894,Boston,12408262,autoconfirmed, 2021-09-08T19:25:41Z,206482,1113,98,60,141257,12951,14,11,41
44849,Brad Pitt,36765501,autoconfirmed, infinity,153105,1101,53,5,416934,9708,9,7,39
5902,Capital punishment,9386587,autoconfirmed, infinity,164233,1093,72,61,87214,9332,16,9,41
5180,Chemistry,6413876,autoconfirmed, infinity,74810,1091,92,19,56810,4379,1,1,21
7701,Cocaine,14498577,autoconfirmed, infinity,151385,1077,65,51,110846,8034,8,7,46
77712,Dead Sea Scrolls,5973023,extendedconfirmed, infinity,137481,1048,94,17,91377,6134,15,9,37
65651,Holocaust denial,3856978,extendedconfirmed, infinity,200552,1031,82,44,28408,9645,2,2,27
4489,Breast,6503766,autoconfirmed, infinity,56513,1030,43,36,69031,5771,4,4,29
738,Albania,15014441,extendedconfirmed, infinity,266183,1019,84,23,240907,16203,12,7,60
7089,Chocolate,6136928,autoconfirmed, infinity,100417,1017,65,24,50935,6854,2,1,21
63030231,COVID-19,3590098,extendedconfirmed, infinity,246324,1008,319,97,427414,6866,38,24,29
5042862,Chinese civilization,260261,autoconfirmed, infinity,354,1007,8,8,484,10383,0,0,89
60827,Cleopatra,41080167,autoconfirmed, infinity,209819,1005,98,10,4130509,7595,23,10,46
19028722,2006 Israel-Lebanon conflict,74619,sysop, infinity,77,1002,1001,0,289,10,0,0,3
38310,Cannabis,7099421,autoconfirmed, infinity,84920,1000,44,10,55869,5689,8,6,25
8718425,Circumcision,8226890,autoconfirmed, infinity,120692,984,68,35,62194,13837,2,2,21
5176,Calculus,6651011,autoconfirmed, infinity,56016,983,89,20,61106,5956,10,4,16
3717,Brain,4749441,autoconfirmed, infinity,121362,982,65,16,25620,6718,2,2,13
5278,Copyright,7009383,autoconfirmed, infinity,79501,979,82,35,46311,8628,0,0,16
144171,Christina Aguilera,14764488,autoconfirmed, infinity,209840,961,47,34,146660,18412,54,15,35
44065971,Blockchain,15778377,autoconfirmed, infinity,108859,960,146,24,121527,3339,1,1,19
84403,Muhammed,105522,sysop, infinity,52,946,946,0,644,10,0,0,89
5142,Charlie Chaplin,22126414,autoconfirmed, infinity,165330,941,83,17,252212,7901,5,5,54
59627,Columbine High School massacre,19214331,autoconfirmed, infinity,202939,940,50,58,185802,9891,6,5,20
162617,Chuck Norris,15503400,autoconfirmed, infinity,107755,935,40,21,145669,6433,32,6,49
7473,Chelsea F.C.,25514367,autoconfirmed, infinity,150299,919,67,22,663903,18895,77,37,26
7023,Confederate States of America,13623421,autoconfirmed, infinity,304335,916,83,24,116018,10051,4,4,33
5489,Chile,12081233,autoconfirmed, infinity,170822,912,63,12,127956,12478,21,12,58
5222,Colombia,16213049,autoconfirmed, infinity,232252,906,75,13,172658,15127,27,13,39
794957,Burj Khalifa,19983188,autoconfirmed, infinity,97194,895,60,22,291162,11600,5,4,28
5813,C. S. Lewis,8466730,autoconfirmed, infinity,115598,895,59,26,107910,8477,9,7,59
55174,Falun Gong,5732464,extendedconfirmed, infinity,167997,886,75,41,84907,9757,7,3,33
203407,Celine Dion,20481239,autoconfirmed, infinity,195073,862,60,16,161880,9245,35,12,49
46216,Israeli-Palestinian conflict,147011,extendedconfirmed, infinity,189315,859,112,58,75315,8062,12,2,25
125293,Copper,8284127,autoconfirmed, infinity,108960,854,49,20,56682,6093,5,5,32
39206,Business,6903133,autoconfirmed, infinity,42124,847,75,23,52404,5324,7,4,21
40017940,Diabetes mellitus,9197523,sysop, infinity,185,845,109,0,18814,78,0,0,8
7960202,Arab-Israeli conflict,85167,extendedconfirmed, infinity,103415,844,50,41,21147,6008,5,4,30
11749910,Cheese,5908249,autoconfirmed, infinity,57727,842,33,12,52293,7764,12,5,41
5823,Confucius,7647913,autoconfirmed, infinity,94473,835,65,68,93094,5164,3,3,61
4745,Black people,4723118,autoconfirmed, infinity,117691,834,61,40,48965,8972,3,3,28
26051975,Cattle,8212947,autoconfirmed, infinity,159670,830,44,42,92061,6730,20,8,42
80696,Cher,26309567,autoconfirmed, infinity,249970,828,56,21,279538,13586,14,10,38
6546,Celts,7042109,autoconfirmed, infinity,122109,817,70,21,77609,4580,5,5,33
7738,Chiropractic,5209875,autoconfirmed, 2026-01-16T09:29:14Z,165453,805,69,41,72291,11368,15,7,27
43373,Clint Eastwood,40518496,autoconfirmed, infinity,173560,793,94,13,793814,10171,8,5,49
158177,Condoleezza Rice,8433225,autoconfirmed, infinity,160059,791,25,28,55001,6724,4,3,34
4230,Cell (biology),8082816,autoconfirmed, infinity,54285,788,87,36,50749,4635,7,4,13
37402,Chicken,6821140,autoconfirmed, infinity,82231,788,49,50,89134,6065,8,3,24
188564,Bill O'Reilly (political commentator),6273990,autoconfirmed, infinity,101459,772,20,41,42185,11464,4,4,32
5321,Czech Republic,17378247,extendedconfirmed, 2021-09-27T19:29:08Z,160940,767,133,84,254317,10132,6,5,52
49001,Civil rights movement,3408456,autoconfirmed, infinity,289904,764,74,87,33717,10465,5,4,13
45139,Chennai,8705803,extendedconfirmed, infinity,277036,759,43,36,103598,12528,5,4,39
6868,Caffeine,8210775,autoconfirmed, infinity,175546,758,24,100,63014,8881,10,7,33
3120522,Kamala Harris,65958868,extendedconfirmed, infinity,229220,754,194,59,260693,6563,14,9,26
5820,Confucianism,5535451,autoconfirmed, infinity,99244,749,58,73,44899,5426,1,1,27
315776,Constitution of India,13492363,autoconfirmed, infinity,75650,729,64,17,175313,3327,19,8,24
1677192,"Catherine, Duchess of Cambridge",20455474,autoconfirmed, infinity,205760,729,92,48,115297,7971,19,6,30
23278339,Black Panther Party,11471410,autoconfirmed, infinity,133012,728,60,14,88085,7406,12,9,27
403293,Chris Benoit,10376263,extendedconfirmed, infinity,98903,727,15,25,143919,8763,2,2,19
27630477,Chelsea Manning,13500895,autoconfirmed, infinity,209911,721,63,29,64614,5894,8,5,23
47512,Climate variability and change,187817,autoconfirmed, infinity,97398,704,36,19,10132,4975,1,1,14
125248,"Charles, Prince of Wales",54837219,autoconfirmed, infinity,206103,698,148,52,405764,6964,7,6,43
2006,Auschwitz concentration camp,12461562,extendedconfirmed, infinity,181846,690,69,41,116834,5879,2,2,29
2944,Ariel Sharon,2711891,extendedconfirmed, infinity,105761,681,29,27,21006,6205,2,2,35
63831935,Climate change (general concept),286730,autoconfirmed, infinity,91,676,55,0,971,1,0,0,3
6884,Clitoris,12704404,autoconfirmed, infinity,180282,676,60,27,114772,4435,1,1,15
316592,Brock Lesnar,21996001,autoconfirmed, infinity,208288,675,22,12,223255,11938,10,6,27
3415,Bulgaria,13020868,autoconfirmed, infinity,195356,674,63,23,178630,12876,10,8,49
201983,Coronavirus,36826893,extendedconfirmed, infinity,97917,669,95,29,176145,1723,13,8,16
4339,Boston Red Sox,6376683,autoconfirmed, infinity,151666,669,33,39,78517,8274,13,6,18
5921,Color,5509688,autoconfirmed, infinity,46847,668,61,13,35755,6012,28,6,14
4208015,British Raj,9687925,autoconfirmed, infinity,223816,663,87,34,176483,6562,28,16,20
37351,CERN,4712785,autoconfirmed, infinity,96481,659,47,22,37404,2870,2,1,29
3457,Belarus,15254924,extendedconfirmed, infinity,152414,658,101,38,544644,7699,28,14,55
21378368,Bisexuality,7025230,autoconfirmed, infinity,102234,652,53,29,80748,5775,2,2,17
3410,Bird,9129909,autoconfirmed, infinity,222467,651,77,46,120063,6953,29,10,26
5659,Chemical element,5854061,autoconfirmed, infinity,66458,648,68,14,57930,3787,4,4,15
19065069,Boris Johnson,29744190,autoconfirmed, infinity,305209,646,154,31,446017,10534,54,22,37
44751865,Black Lives Matter,14554774,autoconfirmed, infinity,245575,643,137,17,109511,4504,16,10,21
230834,CAPTCHA,4132052,autoconfirmed, infinity,36574,641,38,29,50393,3825,5,5,18
334751,Cambodia,13373901,autoconfirmed, infinity,191017,639,67,31,155423,10261,35,8,56
804036,Caliphate,5892706,autoconfirmed, 2025-12-13T20:16:18Z,124469,638,49,57,56792,3938,7,4,39
4314,Black Sabbath,10827631,autoconfirmed, infinity,156395,637,59,16,137292,9537,3,3,26
62028,CNN,7885790,autoconfirmed, infinity,120095,634,79,41,91352,5441,13,9,41
197522,B. R. Ambedkar,17698298,extendedconfirmed, infinity,120659,630,54,32,249893,6299,13,8,43
6993136,Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo,5019975,autoconfirmed, infinity,11566,627,51,16,40929,3340,0,0,6
43507,Axis powers,7197743,extendedconfirmed, infinity,179133,627,89,38,82405,9435,1,1,19
4294,British National Party,1937764,autoconfirmed, infinity,190918,626,29,11,17882,11975,0,0,19
5132,Charlize Theron,30691949,autoconfirmed, 2021-08-28T17:03:24Z,97775,626,75,6,349519,5671,6,5,32
920613,Cars (film),6717100,autoconfirmed, infinity,69261,625,28,16,103735,10169,8,2,13
27005455,Bruno Mars,26973399,autoconfirmed, infinity,163772,615,57,10,256490,5178,27,8,35
3463,Bosnia and Herzegovina,11386552,autoconfirmed, infinity,192807,615,76,50,175973,10556,22,6,37
80903,Billie Joe Armstrong,7299999,autoconfirmed, infinity,69692,610,28,17,116497,8466,33,5,37
926531,Chav,2986666,autoconfirmed, infinity,25350,607,14,31,27604,8722,1,1,12
18933266,Boeing,7795113,autoconfirmed, 2021-09-14T18:18:38Z,53878,607,48,38,75489,4919,10,7,21
57330,Circulatory system,9154761,autoconfirmed, infinity,44683,605,57,52,61069,6598,0,0,21
18337522,Christians,1458201,autoconfirmed, infinity,42630,604,52,21,32258,6672,2,2,27
3778,Book,4662613,autoconfirmed, infinity,62998,603,56,9,45907,5911,4,2,27
39237,Israel Defense Forces,5482751,extendedconfirmed, infinity,155447,595,61,52,65374,6031,6,3,51
43758363,Gamergate controversy,6556991,extendedconfirmed, infinity,194158,593,91,23,65054,6414,13,11,9
5906,Carbon dioxide,8057303,autoconfirmed, infinity,127440,593,57,27,64851,8380,9,5,33
5299,Carbon,8319784,autoconfirmed, infinity,94996,591,64,13,46647,4465,0,0,17
21246532,Electronic mail,96343,sysop, infinity,19,584,584,0,232,3,0,0,89
331124,Christian Bale,21296910,autoconfirmed, infinity,128305,580,45,7,234744,7118,27,8,29
69708,Celtic F.C.,8455089,autoconfirmed, infinity,143260,576,31,22,196795,17891,38,12,17
240028,Adidas,12082783,extendedconfirmed, infinity,80995,575,40,26,123078,8262,1,1,28
54803678,Antifa (United States),23196567,extendedconfirmed, infinity,210349,573,115,10,92088,3980,5,4,13
6173994,Cannibalism,4731408,autoconfirmed, infinity,41584,573,34,24,44796,609,6,2,16
3253211,ChloÃ« Grace Moretz,2,autoconfirmed, infinity,55552,571,60,9,223108,4285,10,7,23
5233,Carl Linnaeus,4741983,autoconfirmed, infinity,116683,569,59,66,54167,4661,6,6,65
26349082,"Boston, Massachusetts",1214887,autoconfirmed, infinity,84,568,568,0,14448,7,0,0,3
525519,Chemtrail conspiracy theory,7534545,autoconfirmed, infinity,43683,567,35,16,44980,4096,1,1,8
1656784,CM Punk,12358233,autoconfirmed, infinity,200378,566,51,14,269427,13862,45,26,22
20855562,Gaza War (2008-2009),6327,extendedconfirmed, infinity,329419,559,29,54,3103,15607,4,2,44
5253,Constitution,4585908,autoconfirmed, infinity,95594,558,61,30,50127,5992,2,2,30
36197,1948 Arab-Israeli War,295387,extendedconfirmed, infinity,187699,556,53,17,37450,6377,13,8,30
33881010,Chris Brown (Entertainer),517,autoconfirmed, infinity,25,556,556,0,1,2,0,0,89
465626,Caucasian race,9015206,autoconfirmed, infinity,55509,555,53,21,120078,4939,8,6,18
3997,Blood,5526689,autoconfirmed, infinity,59415,549,43,24,37694,5709,0,0,23
63136490,COVID-19 pandemic in the United States,8174949,autoconfirmed, infinity,119663,548,186,131,146774,12218,95,22,10
12047,Gaza Strip,7056270,extendedconfirmed, infinity,196522,542,69,49,47569,5750,2,2,42
65634728,Gaza War (2008-09),9094,extendedconfirmed, infinity,83,539,31,0,1971,1,0,0,3
2847,Aung San Suu Kyi,8433825,extendedconfirmed, 2022-02-21T08:57:15Z,216295,537,64,25,77759,5341,9,5,44
31203343,Chris Brown (American singer),151078,autoconfirmed, infinity,84,536,30,0,770,4,0,0,3
49603,Colosseum,11496034,autoconfirmed, infinity,63641,536,44,31,103125,4093,2,2,30
7175,Chinese Communist Party,1430600,autoconfirmed, infinity,148327,531,81,43,100611,5510,29,18,31
4068,Blaise Pascal,3856695,autoconfirmed, infinity,51360,530,32,8,33586,4676,2,1,51
16209502,"Chicago, Illinois",1527224,autoconfirmed, infinity,95,529,9,0,21031,9,0,0,4
8229010,Call of Duty,16904914,autoconfirmed, infinity,77913,525,59,28,235632,5363,34,14,18
6253522,Jeffrey Epstein,35527211,extendedconfirmed, 2022-06-02T16:33:23Z,261450,522,105,10,350662,4853,8,7,26
7729,Captain America,13208152,autoconfirmed, infinity,156760,521,50,43,92840,9461,4,1,31
64673,Bruce Willis,19527257,autoconfirmed, infinity,66068,519,45,8,267278,7339,9,6,40
5698,Charles Babbage,4596712,autoconfirmed, 2022-02-04T14:49:28Z,107716,518,39,12,40343,6058,12,6,47
440044,Black Dahlia,12952554,autoconfirmed, infinity,73272,517,32,22,106292,4316,5,3,19
160126,Cate Blanchett,18054188,autoconfirmed, 2021-11-14T21:20:58Z,192644,516,55,10,179979,4862,68,33,35
1535704,Chris Evans (actor),30253144,autoconfirmed, infinity,115799,515,64,3,365916,5124,0,0,26
7426,Charles I of England,14713177,autoconfirmed, infinity,117210,514,62,21,166303,7825,3,2,41
5329520,Israel and the apartheid analogy,703263,extendedconfirmed, infinity,142975,503,54,28,8374,8192,5,3,15
21914936,Final Fantasy (series),19945,sysop, infinity,27,499,499,0,120,2,0,0,89
7347540,Caste system in India,7991422,autoconfirmed, infinity,170657,497,47,27,91099,6765,26,12,33
5987,Coal,5246496,autoconfirmed, infinity,125432,494,46,23,41752,8148,8,5,22
1221476,Chris Hemsworth,35579736,autoconfirmed, infinity,68353,494,44,2,367416,3565,3,3,25
19029337,List of Internet slang phrases,13184,sysop, infinity,101,493,5,0,19,37,0,0,5
56472,Benjamin Netanyahu,9673736,extendedconfirmed, infinity,236576,493,97,35,79553,5480,12,8,46
20598161,Democratic People's Republic of Korea,320198,sysop, infinity,118,492,9,0,2896,6,0,0,6
4572,Blackbeard,8494221,autoconfirmed, infinity,71783,492,54,8,92481,4981,0,0,20
3538069,Deepika Padukone,22504820,extendedconfirmed, infinity,148015,491,18,2,181313,6510,2,2,18
4246,Bollywood,11163083,extendedconfirmed, infinity,169966,488,21,39,81234,7015,1,1,30
6700583,Kiev,4537726,sysop, infinity,153,487,81,0,8091,40,0,0,7
32113,Conservative Party (UK),8640010,autoconfirmed, infinity,250639,486,65,61,85553,8873,11,9,32
51299,Jammu and Kashmir (state),1610020,extendedconfirmed, infinity,76610,485,32,9,62967,6071,2,2,27
7299,Colonialism,3946995,autoconfirmed, infinity,139143,485,51,23,43427,4998,15,9,29
773158,Caitlyn Jenner,34277559,autoconfirmed, infinity,172553,485,90,27,449577,4980,29,12,32
16392927,Bubonic plague,11161830,autoconfirmed, infinity,46808,484,34,6,150338,4713,5,4,11
45609,Cheetah,7891666,autoconfirmed, infinity,157532,484,35,27,72108,7149,7,3,21
23549696,Lolwut,2723,sysop, infinity,61,483,483,0,6,3,0,0,3
278119,Charlie Sheen,25130198,autoconfirmed, infinity,78472,483,43,22,308595,4765,2,2,29
18721790,Child sexual abuse,5019209,autoconfirmed, infinity,144634,480,48,48,56976,3853,5,4,26
48338,Butterfly,5772115,autoconfirmed, infinity,93895,476,34,10,64346,3623,16,9,21
8530,Dead Sea,6664268,extendedconfirmed, infinity,69288,475,37,22,61556,4719,0,0,46
432459,Bullying,5253936,autoconfirmed, infinity,90347,470,20,21,33577,4566,1,1,21
18945005,Akbar,10650603,extendedconfirmed, infinity,143159,468,33,33,174233,6932,5,5,42
62938755,COVID-19 pandemic by country and territory,14777271,autoconfirmed, infinity,70842,466,139,35,389531,5689,35,11,64
64858116,Communist Party of China,5283962,autoconfirmed, infinity,84,464,80,0,26502,2,0,0,5
4820,Balfour Declaration,3345655,extendedconfirmed, infinity,237724,461,53,9,22574,3266,0,0,20
2386348,Church of Scientology,5678806,autoconfirmed, infinity,173612,457,32,15,59097,5081,2,2,37
55680995,Cannibalism in humans,347333,autoconfirmed, infinity,48,457,41,0,121,1,0,0,89
166777,Brittany Murphy,21798513,autoconfirmed, infinity,40609,453,34,10,235345,2764,1,1,30
690865,Billy Graham,9776709,autoconfirmed, infinity,129871,453,44,50,72482,5495,6,5,42
25234737,1948 Palestinian exodus,1397589,extendedconfirmed, infinity,107195,449,46,9,10983,3840,8,6,19
2095762,Channing Tatum,21494985,autoconfirmed, infinity,43112,448,30,10,210867,4674,4,4,20
11487570,Dokdo,49581,sysop, infinity,29,447,447,0,421,14,0,0,89
66937,Cisgender,11027671,autoconfirmed, infinity,22603,441,58,36,126688,1595,19,5,12
50436882,Bob Ross,22901841,autoconfirmed, infinity,37865,440,44,9,197249,4176,5,4,22
53594450,Cardi B,41550100,autoconfirmed, infinity,137687,440,69,12,315263,3050,45,17,24
49557,Castle,2920824,autoconfirmed, 2023-03-11T06:43:20Z,111124,440,46,32,26442,6035,10,5,25
53785363,Billie Eilish,43600384,autoconfirmed, infinity,148748,440,142,18,651612,3223,63,32,25
45964,Chuck Berry,9079716,autoconfirmed, infinity,80299,440,34,8,119595,3632,6,5,37
2265048,Comparison of project management software,694965,autoconfirmed, infinity,46575,438,13,7,2917,5578,0,0,2
33580465,Ciara (entertainer),2077,autoconfirmed, infinity,19,438,438,0,5,1,0,0,89
3466,Brunei,11084051,autoconfirmed, infinity,112876,436,44,26,122080,5307,26,8,57
65777,Buzz Aldrin,10369164,autoconfirmed, infinity,114360,433,61,17,106400,5120,15,8,47
405453,Jewish diaspora,2493542,extendedconfirmed, infinity,136689,429,33,15,24876,2087,3,3,27
222165,Chris Cornell,21351877,autoconfirmed, 2022-02-25T19:28:57Z,221950,427,46,16,283560,4924,4,4,29
19698503,Anti-Zionism,1611063,extendedconfirmed, infinity,87945,423,43,50,17342,4911,4,3,15
11069849,Disappearance of Madeleine McCann,15604902,extendedconfirmed, infinity,166031,423,49,32,105048,7201,1,1,18
6195,Calvin Coolidge,8235379,autoconfirmed, infinity,95602,423,59,30,86254,6741,2,2,37
18247304,Edward Said,1887665,extendedconfirmed, infinity,74658,423,47,18,19614,3798,2,2,43
54301214,Israeli apartheid allegations,857,extendedconfirmed, infinity,63,423,81,0,0,1,0,0,89
4221870,Conan O'Brien,10587705,autoconfirmed, infinity,94322,422,43,33,126869,6417,4,4,26
4608353,Boston Tea Party,6330825,autoconfirmed, infinity,45729,421,24,19,41062,3374,1,1,16
76772,Bono,7621949,autoconfirmed, infinity,109489,419,31,8,84380,6496,8,7,40
7515865,Golan Heights,3830876,extendedconfirmed, infinity,146736,418,34,19,29076,4409,4,3,46
20653,Megadeth,5825830,sysop, 2021-08-18T03:09:46Z,159895,417,42,11,102365,12536,78,37,24
365352,Bradley Cooper,32988038,autoconfirmed, infinity,129929,417,38,2,293845,5162,8,3,28
2425,Aurangzeb,6816948,extendedconfirmed, infinity,149075,417,37,29,135415,6593,2,2,43
302767,Comfort women,3426253,autoconfirmed, infinity,198734,416,47,23,37364,4292,4,4,32
37242,Booker T. Washington,5418567,autoconfirmed, infinity,91904,416,43,14,36907,4763,13,5,50
10276064,Bill Nye,9994129,autoconfirmed, infinity,71248,414,32,18,51485,4484,0,0,24
424778,Chris Jericho,9002351,autoconfirmed, infinity,250917,414,23,29,105371,15345,13,6,27
33051527,Cell membrane,5071222,autoconfirmed, infinity,58975,413,26,34,28534,4049,1,1,14
25211885,Child pornography,4732507,autoconfirmed, infinity,85018,413,34,24,59632,2357,2,2,17
6299,Chupacabra,6391863,autoconfirmed, infinity,22128,412,21,15,90996,4489,3,3,12
12474403,Climate change denial,2355347,autoconfirmed, infinity,200088,411,52,75,13379,3115,5,5,11
22135940,DO NOT WANT,2601,sysop, infinity,208,410,3,0,1,6,0,0,5
5993,Chemical bond,2870152,autoconfirmed, infinity,37292,409,40,16,20819,2736,5,3,11
2265561,Blake Lively,33391217,autoconfirmed, infinity,64453,409,37,2,458736,4111,6,6,24
2177376,Britney Spears discography,2063993,autoconfirmed, infinity,149460,406,18,22,28348,16527,8,4,11
672766,Bangladesh Liberation War,3579902,extendedconfirmed, infinity,117406,406,52,49,61530,4285,7,4,26
5374,Condom,4987485,autoconfirmed, infinity,124485,403,26,25,45055,5284,2,2,25
309288,Invasion of Poland,4435035,extendedconfirmed, infinity,125529,402,48,44,50292,5354,1,1,23
6984,Colin Powell,7756144,autoconfirmed, infinity,119088,402,21,13,50655,4380,3,3,33
58296,California Gold Rush,4471548,autoconfirmed, infinity,106126,400,48,13,29473,6310,0,0,17
18842281,Computer keyboard,6167613,autoconfirmed, infinity,117,399,29,0,6684,4525,9,6,7
210453,Black Eyed Peas,1822339,autoconfirmed, infinity,52399,399,34,20,94589,9243,2,2,28
13394,Honduras,7070874,extendedconfirmed, infinity,123225,399,38,15,76097,7374,3,3,41
385653,Ali Khamenei,6243596,extendedconfirmed, infinity,200256,398,39,58,89814,6372,5,5,40
63319438,COVID-19 vaccine,6652933,autoconfirmed, infinity,414602,396,230,41,340313,4506,220,48,32
13808,History of Israel,3861409,extendedconfirmed, infinity,237945,395,41,24,29436,6841,42,10,36
13729420,Emo (music),24283,sysop, infinity,17,395,395,0,74,9,0,0,89
241617,Black magic,3643225,autoconfirmed, infinity,19467,393,34,8,49346,1613,2,2,18
165296,Burger King,5163772,autoconfirmed, infinity,130854,391,41,25,60812,5711,5,5,19
3361801,Alan Dershowitz,6577492,extendedconfirmed, infinity,129583,390,40,9,56199,3206,2,2,28
63123,Bon Jovi,9141023,autoconfirmed, infinity,81779,389,37,21,88469,8458,1,1,27
637197,Collapse of the World Trade Center,3067497,autoconfirmed, 2022-01-30T19:43:25Z,95391,388,25,14,43544,5060,13,4,15
16082,Jericho,3797542,extendedconfirmed, infinity,82858,387,34,14,38072,2713,4,2,23
36969,Bread,4054579,autoconfirmed, infinity,49970,386,27,21,34860,6649,4,4,15
